university,program,name,credits,mode
Ghent University,Master of Computer Science Engineering,Sensor Based Measurement Systems,3.0,
Ghent University,Master of Computer Science Engineering,Embedded Machine Learning,3.0,
Ghent University,Master of Computer Science Engineering,Research Internship,3.0,
Ghent University,Master of Computer Science Engineering,Research Internship,6.0,
Ghent University,Master of Computer Science Engineering,Industry Internship Engineering and Architecture,6.0,
Ghent University,Master of Computer Science Engineering,Integrated Portfolio,6.0,
Ghent University,Master of Computer Science Engineering,Integrated Portfolio,6.0,
Ghent University,Master of Computer Science Engineering,Design Methodology for FPGAs,6.0,
Ghent University,Master of Computer Science Engineering,Modulation and Detection,6.0,
Ghent University,Master of Computer Science Engineering,Analog Electronics,6.0,
Ghent University,Master of Computer Science Engineering,Compilers,6.0,
Ghent University,Master of Computer Science Engineering,Signal Processing,6.0,
Ghent University,Master of Computer Science Engineering,Broadband cable-TV and in-home networks,4.0,
Ghent University,Master of Computer Science Engineering,Image Processing,6.0,
Ghent University,Master of Computer Science Engineering,Performance Analysis of Telecommunication Systems,4.0,
Ghent University,Master of Computer Science Engineering,Fundaments of Programming Languages,6.0,
Ghent University,Master of Computer Science Engineering,Advanced Modulation and Coding,4.0,
Ghent University,Master of Computer Science Engineering,Computer Graphics,6.0,
Ghent University,Master of Computer Science Engineering,Network Modelling and Design,4.0,
Ghent University,Master of Computer Science Engineering,Optimisation Techniques,6.0,
Ghent University,Master of Computer Science Engineering,Discrete Algorithms,6.0,
Ghent University,Master of Computer Science Engineering,Computational Challenges in Bioinformatics,6.0,
Ghent University,Master of Computer Science Engineering,Sustainable Computing,3.0,
Ghent University,Master of Computer Science Engineering,Quantum Computing: Architecture and Algorithms,3.0,
Ghent University,Master of Computer Science Engineering,Reinforcement Learning,6.0,
Ghent University,Master of Computer Science Engineering,Natural Language Processing,6.0,
Ghent University,Master of Computer Science Engineering,Recommender Systems,6.0,
Ghent University,Master of Computer Science Engineering,Deep Generative Models,4.0,
Ghent University,Master of Computer Science Engineering,Probabilistic Graphical Models,4.0,
Ghent University,Master of Computer Science Engineering,Computer Vision: Theory and Applications,6.0,
Ghent University,Master of Computer Science Engineering,Robotics,6.0,
Ghent University,Master of Computer Science Engineering,AI Research Seminar,3.0,
Ghent University,Master of Computer Science Engineering,Data Visualization for and with AI,3.0,
Ghent University,Master of Computer Science Engineering,Big Data Technology,4.0,
Ghent University,Master of Computer Science Engineering,Data Quality,3.0,
Ghent University,Master of Computer Science Engineering,Game Theory and Multiagent Systems,6.0,
Ghent University,Master of Computer Science Engineering,Cognitive and Brain-Inspired Artificial Intelligence,3.0,
Ghent University,Master of Computer Science Engineering,Speech Processing,4.0,
Ghent University,Master of Computer Science Engineering,Database Design,4.0,
Ghent University,Master of Computer Science Engineering,Cloud Storage and Computing,4.0,
Ghent University,Master of Computer Science Engineering,Big Data Algorithms,3.0,
Ghent University,Master of Computer Science Engineering,NoSQL Databases,3.0,
Ghent University,Master of Computer Science Engineering,Data Visualization for and with AI,3.0,
Ghent University,Master of Computer Science Engineering,Software Hacking and Protection,3.0,
Ghent University,Master of Computer Science Engineering,Secure Software and Systems,6.0,
Ghent University,Master of Computer Science Engineering,Network Hacking and Protection,6.0,
Ghent University,Master of Computer Science Engineering,Internet of Things,6.0,
Ghent University,Master of Computer Science Engineering,Fundamentals of Statistical Sensor Processing,6.0,
Ghent University,Master of Computer Science Engineering,Autonomous Vehicle Perception,6.0,
Ghent University,Master of Computer Science Engineering,Intelligent Robot Manipulation,3.0,
Ghent University,Master of Computer Science Engineering,Hardware-design Project,3.0,
Ghent University,Master of Computer Science Engineering,Sensor Based Measurement Systems,6.0,
Ghent University,Master of Computer Science Engineering,Embedded Machine Learning,3.0,
Ghent University,Master of Computer Science Engineering,Research Internship,3.0,
Ghent University,Master of Computer Science Engineering,Research Internship,3.0,
Ghent University,Master of Computer Science Engineering,Industry Internship Engineering and Architecture,6.0,
Ghent University,Master of Computer Science Engineering,Integrated Portfolio,6.0,
Ghent University,Master of Computer Science Engineering,Integrated Portfolio,6.0,
Ghent University,Master of Computer Science Engineering,Reinforcement Learning,6.0,
Ghent University,Master of Computer Science Engineering,Natural Language Processing,6.0,
Ghent University,Master of Computer Science Engineering,Recommender Systems,6.0,
Ghent University,Master of Computer Science Engineering,Deep Generative Models,4.0,
Ghent University,Master of Computer Science Engineering,Probabilistic Graphical Models,4.0,
Ghent University,Master of Computer Science Engineering,Computer Vision: Theory and Applications,6.0,
Ghent University,Master of Computer Science Engineering,Robotics,6.0,
Ghent University,Master of Computer Science Engineering,AI Research Seminar,3.0,
Ghent University,Master of Computer Science Engineering,Data Visualization for and with AI,3.0,
Ghent University,Master of Computer Science Engineering,Big Data Technology,4.0,
Ghent University,Master of Computer Science Engineering,Data Quality,3.0,
Ghent University,Master of Computer Science Engineering,Game Theory and Multiagent Systems,6.0,
Ghent University,Master of Computer Science Engineering,Cognitive and Brain-Inspired Artificial Intelligence,3.0,
Ghent University,Master of Computer Science Engineering,Speech Processing,4.0,
Ghent University,Master of Computer Science Engineering,Database Design,4.0,
Ghent University,Master of Computer Science Engineering,Big Data Technology,4.0,
Ghent University,Master of Computer Science Engineering,Cloud Storage and Computing,4.0,
Ghent University,Master of Computer Science Engineering,Big Data Algorithms,3.0,
Ghent University,Master of Computer Science Engineering,Data Quality,3.0,
Ghent University,Master of Computer Science Engineering,NoSQL Databases,3.0,
Ghent University,Master of Computer Science Engineering,Knowledge Graphs,3.0,
Ghent University,Master of Computer Science Engineering,Data Visualization for and with AI,3.0,
Ghent University,Master of Computer Science Engineering,Software Hacking and Protection,6.0,
Ghent University,Master of Computer Science Engineering,Secure Software and Systems,6.0,
Ghent University,Master of Computer Science Engineering,Network Hacking and Protection,6.0,
Ghent University,Master of Computer Science Engineering,Robotics,6.0,
Ghent University,Master of Computer Science Engineering,Internet of Things,6.0,
Ghent University,Master of Computer Science Engineering,Fundamentals of Statistical Sensor Processing,6.0,
Ghent University,Master of Computer Science Engineering,Autonomous Vehicle Perception,3.0,
Ghent University,Master of Computer Science Engineering,Intelligent Robot Manipulation,3.0,en
Ghent University,Master of Computer Science Engineering,Hardware-design Project,6.0,en
Ghent University,Master of Computer Science Engineering,Sensor Based Measurement Systems,3.0,en
Ghent University,Master of Computer Science Engineering,Game Theory and Multiagent Systems,6.0,en
Ghent University,Master of Computer Science Engineering,Embedded Machine Learning,3.0,en
Ghent University,Master of Computer Science Engineering,Design Methodology for FPGAs,6.0,en
Ghent University,Master of Computer Science Engineering,Manufacturing Planning and Control,6.0,en
Ghent University,Master of Computer Science Engineering,Operations Research Models and Methods,6.0,en
Ghent University,Master of Computer Science Engineering,Quality Engineering and Industrial Statistics,6.0,en
Ghent University,Master of Computer Science Engineering,Engineering Economy,6.0,en
Ghent University,Master of Computer Science Engineering,Modelling of Physiological Systems,5.0,en
Ghent University,Master of Computer Science Engineering,From Genome to Organism,3.0,en
Ghent University,Master of Computer Science Engineering,Quantitative Cell and Tissue Analysis,6.0,en
Ghent University,Master of Computer Science Engineering,Biomaterials and Tissue Engineering,5.0,en
Ghent University,Master of Computer Science Engineering,Biomechanics,6.0,en
Ghent University,Master of Computer Science Engineering,Medical Imaging,6.0,en
Ghent University,Master of Computer Science Engineering,Design Methodology for FPGAs,6.0,en
Ghent University,Master of Computer Science Engineering,Modulation and Detection,6.0,en
Ghent University,Master of Computer Science Engineering,Analog Electronics,6.0,nl
Ghent University,Master of Computer Science Engineering,Compilers,6.0,en
Ghent University,Master of Computer Science Engineering,Signal Processing,6.0,en
Ghent University,Master of Computer Science Engineering,Broadband cable-TV and in-home networks,4.0,
Ghent University,Master of Computer Science Engineering,Image Processing,6.0,nl
Ghent University,Master of Computer Science Engineering,Performance Analysis of Telecommunication Systems,4.0,en
Ghent University,Master of Computer Science Engineering,Fundaments of Programming Languages,6.0,nl
